thisRow.t,notes,trial_no,onset_time,words,condition_name,valence,judgement,accurate_onsetTime,reaction_time,rt,responses,answer,setting,words_file,subID,sessionID,runID,
,,1,0.0,nice,SELF,1,SELF,0.02114375001110602,0.8197804170049494,0.7986366669938434,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,2,2.8,candid,UPPERCASE,2,LOWER,2.812942833013949,3.63555258300039,0.8226097499864409,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,3,6.5,smug,UPPERCASE,3,UPPER,6.514252083012252,7.16763795800216,0.6533858749899082,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,4,10.2,cheerful,OBAMA,1,OBAMA,10.218574042010005,10.861646792007377,0.6430727499973727,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,5,15.5,foolish,SELF,3,SELF,15.513631833004183,16.171425500011537,0.6577936670073541,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,6,17.9,refined,UPPERCASE,1,UPPER,17.913261958005023,18.60618475000956,0.6929227920045378,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,7,20.6,blunt,UPPERCASE,2,LOWER,20.615292917005718,21.37733008300711,0.7620371660013916,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,8,22.7,angry,UPPERCASE,3,UPPER,22.712924417006434,23.445217292013695,0.7322928750072606,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,9,26.8,noisy,UPPERCASE,3,LOWER,26.814747042008094,27.444980000000214,0.6302329579921206,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,10,30.4,cruel,SELF,3,SELF,30.41888562501117,31.003542333011865,0.5846567080006935,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,11,34.0,spiteful,OBAMA,3,OBAMA,34.01320400000259,34.3840983750124,0.3708943750098115,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,12,40.1,direct,UPPERCASE,2,UPPER,40.11705354200967,40.52497079200111,0.4079172499914421,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,13,44.6,careless,SELF,3,SELF,44.61687462500413,44.997761750011705,0.3808871250075754,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,14,48.0,subtle,SELF,2,SELF,48.01397645800898,48.376075708001736,0.36209924999275245,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,15,50.3,prideful,OBAMA,2,OBAMA,50.31432033301098,50.68973300000653,0.375412666995544,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,16,55.1,loyal,UPPERCASE,1,LOWER,55.11779754199961,55.398996000003535,0.28119845800392795,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,17,58.6,good,UPPERCASE,1,LOWER,58.612666542001534,58.95956179201312,0.3468952500115847,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,18,65.2,lucky,SELF,2,SELF,65.21890029200586,65.55123087500397,0.3323305829981109,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,19,67.6,wise,OBAMA,1,OBAMA,67.61772875000315,68.04571874999965,0.4279899999964982,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,20,70.3,clean,SELF,1,SELF,70.31401870801346,70.69620654200844,0.38218783399497624,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,21,73.8,weak,OBAMA,3,OBAMA,73.81599312501203,74.28158754200558,0.46559441699355375,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,22,77.0,gentle,OBAMA,1,OBAMA,77.01507920800941,77.31616479200602,0.3010855839966098,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,23,80.4,loud-mouthed,OBAMA,3,OBAMA,80.41787220801052,80.73655533300189,0.31868312499136664,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,24,86.6,tactful,SELF,1,SELF,86.61861691701051,87.14111858300748,0.5225016659969697,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,25,91.0,tough,OBAMA,2,OBAMA,91.0163053330034,91.49403254200297,0.47772720899956767,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,26,96.8,stern,SELF,2,SELF,96.8159907500085,97.2929005830083,0.4769098329998087,k,no,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
,,27,99.8,quick,OBAMA,2,OBAMA,99.81551866700465,100.16486795801029,0.3493492910056375,j,yes,PRACTICE,wordlist_runprac.csv,0,Repeat_Baseline,prac,
