420,2,2.5,1,evt2
422.5,2,2.5,1,evt2
425,3,2.5,1,evt3
427.5,2,2.5,1,evt2
430,2,2.5,1,evt2
432.5,1,2.5,1,evt1
435,1,2.5,1,evt1
437.5,1,2.5,1,evt1
440,2,2.5,1,evt2
442.5,1,2.5,1,evt1
445,3,2.5,1,evt3
447.5,2,2.5,1,evt2
450,2,2.5,1,evt2
452.5,2,2.5,1,evt2
455,1,2.5,1,evt1
457.5,1,2.5,1,evt1
460,1,2.5,1,evt1
462.5,1,2.5,1,evt1
465,3,2.5,1,evt3
467.5,1,2.5,1,evt1
470,2,2.5,1,evt2
472.5,2,2.5,1,evt2
475,3,2.5,1,evt3
477.5,1,2.5,1,evt1
480,3,2.5,1,evt3
482.5,2,2.5,1,evt2
485,1,2.5,1,evt1
487.5,1,2.5,1,evt1
490,3,2.5,1,evt3
492.5,1,2.5,1,evt1
495,2,2.5,1,evt2
497.5,2,2.5,1,evt2
500,2,2.5,1,evt2
502.5,3,2.5,1,evt3
505,3,2.5,1,evt3
507.5,0,5,1,NULL
512.5,3,2.5,1,evt3
515,0,5,1,NULL
520,0,2.5,1,NULL
522.5,0,2.5,1,NULL
525,0,7.5,1,NULL
532.5,3,2.5,1,evt3
535,3,2.5,1,evt3
537.5,3,2.5,1,evt3
540,3,2.5,1,evt3
542.5,0,2.5,1,NULL
545,0,5,1,NULL
550,0,5,1,NULL
555,0,2.5,1,NULL
557.5,0,2.5,1,NULL
560,0,2.5,1,NULL
562.5,0,2.5,1,NULL
565,0,2.5,1,NULL
567.5,0,10,1,NULL
577.5,0,2.5,1,NULL
580,0,5,1,NULL
585,0,2.5,1,NULL
587.5,0,2.5,1,NULL
590,0,5,1,NULL
595,0,5,1,NULL
600,0,5,1,NULL
